magnitude,date_time,cdi,mmi,alert,tsunami,sig,magType,depth,latitude,longitude
6.9,19-05-2005 01:54,5,7,,0,740,mwc,30,1.989,97.041
6.7,14-05-2005 05:05,6,5,,0,731,mwb,34,0.587,98.459
6.5,10-04-2005 11:14,3,6,,0,657,mwc,30,-1.714,99.779
6.7,10-04-2005 10:29,5,6,,0,717,mwc,19,-1.644,99.607
8.6,28-03-2005 16:09,0,8,,0,1138,mww,30,2.085,97.108
6.6,20-03-2005 01:53,8,7,,0,805,mwc,10,33.807,130.131
7.1,02-03-2005 10:42,0,5,,0,776,mwb,201.7,-6.527,129.933
6.8,26-02-2005 12:56,0,6,,0,711,mwb,36,2.908,95.592
6.5,19-02-2005 00:04,0,7,,0,650,mwb,10,-5.562,122.129
6.5,15-02-2005 14:42,3,5,,0,652,mwc,39.7,4.756,126.421
6.7,08-02-2005 14:48,0,4,,0,691,mwb,206.3,-14.252,167.259
7.1,05-02-2005 12:23,7,3,,0,782,mwc,525,5.293,123.337
6.6,19-01-2005 06:11,6,4,,0,676,mwc,27.8,34.064,141.491
6.6,26-12-2004 09:20,0,5,,0,670,mwc,16.1,8.879,92.375
7.2,26-12-2004 04:21,5,6,,0,802,mwc,39.2,6.91,92.958
9.1,26-12-2004 00:58,0,8,,0,1274,mw,30,3.295,95.982
8.1,23-12-2004 14:59,0,5,,0,1009,mwc,10,-49.312,161.345
6.8,14-12-2004 23:20,5,6,,0,858,mwb,10,18.958,-81.409
6.8,06-12-2004 14:15,4,7,,0,724,mwb,35,42.9,145.228
7,28-11-2004 18:32,4,7,,0,771,mwb,39,43.006,145.119
7.1,26-11-2004 02:25,0,7,,0,776,mwc,10,-3.609,135.404
7.1,22-11-2004 20:26,5,5,,0,782,mwc,10,-46.676,164.721
7.2,15-11-2004 09:06,8,8,,0,820,mwb,15,4.695,-77.508
7.5,11-11-2004 21:26,5,7,,0,870,mwc,10,-8.152,124.868
6.7,11-11-2004 17:34,0,6,,0,691,mwb,10,-11.128,162.208
6.7,02-11-2004 10:02,7,4,,0,703,mwb,10,49.277,-128.772
6.6,23-10-2004 08:56,0,8,,0,670,mwc,16,37.226,138.779
6.7,15-10-2004 04:08,5,6,,0,705,mwb,94,24.53,122.694
7,09-10-2004 21:26,0,6,,0,754,mwc,35,11.422,-86.665
6.5,08-10-2004 14:36,5,5,,0,665,mwb,105,13.925,120.534
6.8,08-10-2004 08:27,0,6,,0,711,mwb,36,-10.951,162.161
6.6,06-09-2004 23:29,0,4,,0,670,mwc,10,33.205,137.227
7.4,05-09-2004 14:57,0,5,,0,842,mwb,10,33.184,137.071
7.2,05-09-2004 10:07,0,5,,0,798,mwc,14,33.07,136.618
6.5,28-08-2004 13:41,0,7,,0,650,mwb,5,-35.173,-70.525
6.5,28-07-2004 03:56,0,7,,0,650,mwc,13.4,-0.443,133.091
6.9,10-06-2004 15:19,0,5,,0,732,mwb,188.6,55.682,160.003
6.6,03-05-2004 04:36,0,7,,0,670,mwb,21,-37.695,-73.406
6.7,23-04-2004 01:50,0,5,,0,691,mwb,65.8,-9.362,122.839
6.5,09-04-2004 15:23,0,4,,0,650,mwb,228.4,-13.174,167.198
6.6,05-04-2004 21:24,0,4,,0,670,mwb,187.1,36.512,71.029
6.7,08-02-2004 08:58,0,7,,0,691,mwc,25.7,-3.665,135.339
7.3,07-02-2004 02:42,0,7,,0,820,mwb,10,-4.003,135.023
7,05-02-2004 21:05,0,7,,0,754,mwc,16.6,-3.615,135.538
6.7,28-01-2004 22:15,0,6,,0,691,mwb,17.4,-3.12,127.4
7.3,27-12-2003 16:00,0,4,,0,820,mwc,10,-22.015,169.766
6.6,26-12-2003 01:56,0,9,,0,670,mwc,10,28.995,58.311
6.5,25-12-2003 07:11,0,6,,0,650,mwb,33,8.416,-82.824
6.5,22-12-2003 19:15,7,9,,0,1390,mw,8.382,35.7005,-121.101
6.8,10-12-2003 04:38,0,7,,0,711,mwb,10,23.039,121.362
6.6,25-11-2003 20:19,0,6,,0,670,mwb,35,-5.581,150.88
6.5,18-11-2003 17:14,0,6,,0,650,mwb,35,12.025,125.416
6.6,06-11-2003 10:38,0,5,,0,670,mwb,113.7,-19.262,168.892
7,31-10-2003 01:06,0,5,,0,754,mwb,10,37.812,142.619
6.7,08-10-2003 09:06,0,6,,0,691,mwc,32,42.648,144.57
6.7,01-10-2003 01:03,0,7,,0,691,mwb,10,50.211,87.721
6.5,29-09-2003 02:36,0,5,,0,650,mwc,25,42.45,144.38
7.3,27-09-2003 11:33,0,7,,0,820,mwb,16,50.038,87.813
7.4,25-09-2003 21:08,0,7,,0,842,mwc,33,41.774,143.593
8.16,25-09-2003 19:50,0,9,,0,1024,mww,27,41.815,143.91
6.6,21-09-2003 18:16,0,7,,0,670,mwb,10,19.917,95.672
7.2,21-08-2003 12:12,0,7,,0,798,mwc,28,-45.104,167.144
7.6,04-08-2003 04:37,0,6,,0,889,mwc,10,-60.532,-43.411
6.5,15-07-2003 18:46,0,6,,0,650,mwb,33,-3.828,152.174
6.8,20-06-2003 13:30,0,7,,0,711,mwc,33,-30.608,-71.637
6.9,16-06-2003 22:08,0,5,,0,732,mwb,174.8,55.492,159.999
6.6,07-06-2003 00:32,0,6,,0,670,mwc,33,-5.095,152.502
7,26-05-2003 19:23,0,6,,0,754,mwc,31,2.354,128.855
7,26-05-2003 09:24,0,7,,0,754,mwb,68,38.849,141.568
6.8,21-05-2003 18:44,0,9,,0,711,mwc,12,36.964,3.634
6.5,25-03-2003 02:53,0,7,,0,650,mwc,33,-8.294,120.743
6.8,11-03-2003 07:27,0,7,,0,711,mwc,40.2,-4.694,153.238
7.6,22-01-2003 02:06,0,7,,0,889,mwb,24,18.77,-104.104
6.5,21-01-2003 02:46,0,6,,0,650,mwc,24,13.626,-90.774
7.3,20-01-2003 08:43,0,6,,0,820,mwc,33,-10.491,160.77
6.7,10-01-2003 13:11,0,5,,0,691,mwb,71.9,-5.311,153.701
6.7,12-12-2002 08:30,0,6,,0,691,mwb,34,-4.786,153.275
7.9,03-11-2002 22:12,8,9,,0,1750,mw,4.2,63.5141,-147.453
7.4,02-11-2002 01:26,0,7,,0,842,mwb,30,2.824,96.085
6.6,23-10-2002 11:27,0,7,,0,670,mw,4.2,63.5144,-147.912
6.7,10-10-2002 12:28,0,7,,0,691,ms,10,-1.511,133.973
7.6,10-10-2002 10:50,0,7,,0,889,mwc,10,-1.757,134.297
6.5,13-09-2002 22:28,0,6,,0,650,mwc,21,13.036,93.068
7.6,08-09-2002 18:44,0,7,,0,889,mwc,13,-3.302,142.945
6.5,14-08-2002 13:57,0,4,,0,650,mwc,30,14.101,146.199
6.5,31-07-2002 00:16,0,7,,0,650,mwc,10,7.929,-82.793
6.5,22-06-2002 02:58,0,8,,0,650,mwc,10,35.626,49.047
6.6,18-06-2002 13:56,0,7,,0,670,mwb,54,-30.805,-71.124
6.7,17-06-2002 21:26,0,5,,0,691,mwc,33,-12.592,166.383
7.1,26-04-2002 16:06,0,7,,0,776,mwc,85.7,13.088,144.619
6.7,18-04-2002 16:08,0,7,,0,691,mwb,62,-27.535,-70.586
6.8,18-04-2002 05:02,0,6,,0,711,mwc,24.9,16.985,-100.865
7.1,31-03-2002 06:52,0,6,,0,776,mwc,32.8,24.279,122.179
6.5,28-03-2002 04:56,0,5,,0,650,mwc,125.1,-21.663,-68.329
7.5,05-03-2002 21:16,0,7,,0,865,mwc,31,6.033,124.249
7.4,03-03-2002 12:08,0,5,,0,842,mwc,225.6,36.502,70.482
6.6,05-02-2002 13:27,0,6,,0,670,mwc,39,-5.345,151.248
6.5,03-02-2002 07:11,0,7,,0,650,mwc,5,38.573,31.271
6.7,10-01-2002 11:14,0,8,,0,691,mwc,11,-3.212,142.427
6.6,03-01-2002 10:17,0,6,,0,670,mwc,10,-17.664,168.004
7.2,02-01-2002 17:22,0,6,,0,798,mwc,21,-17.6,167.856
6.8,23-12-2001 22:52,0,7,,0,711,mwc,16,-9.613,159.53
6.8,18-12-2001 04:02,0,5,,0,711,mwc,14,23.954,122.734
6.5,02-12-2001 13:01,0,5,,0,650,mwc,123.8,39.402,141.089
7.8,14-11-2001 09:26,0,9,,0,936,mwc,10,35.946,90.541
7,31-10-2001 09:10,0,7,,0,754,mwc,33,-5.912,150.196
7.5,19-10-2001 03:28,0,6,,0,865,mwc,33,-4.102,123.907
7,12-10-2001 15:02,0,6,,0,754,mwc,37,12.686,144.98
6.5,11-09-2001 14:56,0,6,,0,650,mwc,33,-0.578,133.13
6.6,28-07-2001 07:32,6,6,,0,754,mw,131.8,58.775,-154.701
6.5,26-07-2001 00:21,0,8,,0,650,mwc,10,39.059,24.244
7.6,07-07-2001 09:38,0,7,,0,889,mwc,33,-17.543,-72.077
6.6,05-07-2001 13:53,0,7,,0,670,mwc,62,-16.086,-73.987
6.7,26-06-2001 04:18,0,6,,0,691,mwc,24,-17.745,-71.649
8.4,23-06-2001 20:33,0,8,,0,1086,mww,33,-16.265,-73.641
6.7,19-04-2001 21:43,0,6,,0,691,mwc,17,-7.41,155.865
6.8,24-03-2001 06:27,0,7,,0,711,mwc,50,34.083,132.526
6.5,19-03-2001 05:52,0,6,,0,650,mwc,33,-4.029,128.02
6.8,28-02-2001 18:54,7,7,,0,1441,md,51.798,47.149,-122.727
7.1,24-02-2001 07:23,0,7,,0,776,mwc,35,1.271,126.249
7.4,13-02-2001 19:28,0,6,,0,842,mwc,36,-4.68,102.562
6.6,13-02-2001 14:22,0,8,,0,670,mwc,10,13.671,-88.938
7.7,26-01-2001 03:16,0,9,,0,912,mwc,16,23.419,70.232
6.9,16-01-2001 13:25,0,6,,0,732,mwb,28,-4.022,101.776
7.7,13-01-2001 17:33,0,8,,0,912,mwc,60,13.049,-88.66
6.9,10-01-2001 16:02,5,7,,0,745,mw,36.4,56.7744,-153.281
7.1,09-01-2001 16:49,0,7,,0,776,mwb,103,-14.928,167.17
6.8,01-01-2001 08:54,0,5,,0,711,mwc,33,6.631,126.899
7.5,01-01-2001 06:57,0,7,,0,865,mwc,33,6.898,126.579
6.5,06-12-2000 22:57,0,7,,0,650,mwc,31,-4.218,152.725
7,06-12-2000 17:11,0,7,,0,754,mwc,30,39.566,54.799
6.5,25-11-2000 18:10,0,6,,0,650,mwc,33,40.167,49.954
6.8,25-11-2000 18:09,0,6,,0,711,mwc,50.4,40.245,49.946
6.8,18-11-2000 06:54,0,6,,0,711,mwb,33,-5.228,151.771
6.6,18-11-2000 02:05,0,6,,0,670,mwc,33,-5.097,153.181
7.8,17-11-2000 21:01,0,7,,0,936,mwc,33,-5.496,151.781
6.5,16-11-2000 07:45,0,6,,0,650,mb,33,-4.827,153.226
7.8,16-11-2000 07:42,0,7,,0,936,mwc,30,-5.233,153.102
8,16-11-2000 04:54,0,7,,0,985,mwc,33,-3.98,152.169
6.5,08-11-2000 06:59,0,7,,0,650,mwc,17,7.042,-77.829
7,29-10-2000 08:37,0,7,,0,754,mwc,50,-4.766,153.945
6.8,25-10-2000 09:32,0,6,,0,711,mwc,38,-6.549,105.63
6.7,06-10-2000 04:30,0,8,,0,691,mwc,10,35.456,133.134
7,04-10-2000 16:58,0,7,,0,754,mwc,23,-15.421,166.91
6.5,02-10-2000 02:25,0,6,,0,650,mwb,34,-7.977,30.709
6.8,28-08-2000 15:05,0,6,,0,711,mwc,16,-4.11,127.394
6.5,09-08-2000 11:41,0,6,,0,650,mwc,45.8,18.198,-102.48
6.8,04-08-2000 21:13,0,7,,0,711,mwc,10,48.786,142.246
6.6,03-08-2000 01:09,0,6,,0,670,mwc,33,-12.037,166.448
6.5,30-07-2000 12:25,0,7,,0,650,mwc,10,33.901,139.376
6.6,16-07-2000 03:57,0,5,,0,670,mwc,10,-7.747,150.917
6.5,11-07-2000 01:32,0,6,,0,650,mw,42.9,57.3546,-154.198
6.5,21-06-2000 00:51,0,9,,0,650,mwc,10,63.98,-20.758
7.9,18-06-2000 14:44,0,5,,0,960,mwc,10,-13.802,97.453
6.5,17-06-2000 15:40,0,8,,0,650,mwc,10,63.966,-20.487
6.7,07-06-2000 23:45,0,5,,0,691,mwc,33,-4.612,101.905
6.7,04-06-2000 16:39,0,5,,0,691,mb,33,-4.646,102.102
7.9,04-06-2000 16:28,0,8,,0,960,mwc,33,-4.721,102.087
7.2,12-05-2000 18:43,0,5,,0,798,mwc,225,-23.548,-66.452
7.6,04-05-2000 04:21,0,7,,0,889,mwc,26,-1.105,123.573
6.6,03-03-2000 22:22,0,8,,0,670,mwc,10,-6.817,143.807
6.6,06-02-2000 11:33,0,6,,0,670,mwc,33,-5.844,150.876
6.8,28-01-2000 14:21,0,6,,0,711,mwc,61.1,43.046,146.837
7.2,08-01-2000 16:47,0,6,,0,798,mwc,183.4,-16.925,-174.248
6.9,29-12-1999 13:29,0,6,,0,732,mwb,33,-10.86,165.354
6.5,21-12-1999 14:14,0,6,,0,650,mwb,56,-6.845,105.555
7.3,11-12-1999 18:03,0,7,,0,820,mwc,33,15.766,119.74
7,06-12-1999 23:12,0,7,,0,754,mw,43.6,57.3424,-154.347
6.6,30-11-1999 04:01,0,5,,0,670,mwb,128.1,-18.901,-69.171
7.5,26-11-1999 13:21,0,7,,0,865,mwc,33,-16.423,168.214
7,19-11-1999 13:56,0,6,,0,754,mwc,33,-6.351,148.763
6.9,17-11-1999 03:27,0,6,,0,732,mwc,47.5,-5.978,148.82
7.2,12-11-1999 16:57,0,9,,0,798,mwc,10,40.758,31.161
6.5,08-11-1999 16:45,0,4,,0,650,mwc,228.4,36.522,71.24
7.1,16-10-1999 09:46,8,8,,0,1576,mw,13.73,34.6033,-116.265
7.5,30-09-1999 16:31,0,8,,0,865,mwc,60.6,16.059,-96.931
6.5,25-09-1999 23:52,0,7,,0,650,mwc,17,23.738,121.158
7.7,20-09-1999 17:47,0,9,,0,912,mwc,33,23.772,120.982
6.6,22-08-1999 12:40,0,6,,0,670,mwc,33,-16.117,168.039
6.9,20-08-1999 10:02,0,6,,0,732,mwc,20,9.044,-84.159
7.6,17-08-1999 00:01,0,9,,0,889,mwc,17,40.748,29.864
6.7,11-07-1999 14:14,0,8,,0,691,mwc,10,15.782,-88.33
7,15-06-1999 20:42,0,7,,0,754,mwc,70,18.386,-97.436
6.6,17-05-1999 10:07,0,5,,0,670,mwc,27,-5.165,152.877
7.1,16-05-1999 00:51,0,7,,0,776,mwc,73.7,-4.751,152.486
7.1,10-05-1999 20:33,0,7,,0,776,mwb,138,-5.159,150.88
6.8,13-04-1999 10:38,0,5,,0,711,mwc,164.2,-21.422,-176.46
7.4,05-04-1999 11:08,0,7,,0,842,mwc,150,-5.591,149.568
6.8,03-04-1999 06:17,0,7,,0,711,mwc,87.2,-16.66,-72.662
6.6,28-03-1999 19:05,0,7,,0,670,mwb,15,30.512,79.403
6.9,20-03-1999 10:47,0,6,,0,732,mwc,33,51.587,-177.668
6.9,08-03-1999 12:25,0,5,,0,732,mwc,56.6,52.056,159.52
7.1,04-03-1999 08:52,0,6,,0,776,mwc,33,5.397,121.937
6.6,04-03-1999 05:38,0,7,,0,670,mwc,33,28.343,57.193
7.3,06-02-1999 21:47,0,7,,0,820,mwc,90.1,-12.853,166.697
6.6,28-01-1999 08:10,0,6,,0,670,mwc,67.2,52.886,-169.123
7,19-01-1999 03:35,0,7,,0,754,mwc,114.1,-4.596,153.235
6.8,27-12-1998 00:38,0,5,,0,711,mwc,144.3,-21.632,-176.376
7.7,29-11-1998 14:10,0,7,,0,912,mwc,33,-2.071,124.891
7,09-11-1998 05:38,0,7,,0,754,mwc,33,-6.92,128.946
6.7,09-11-1998 05:30,0,6,,0,691,mwc,33,-6.954,129.022
6.6,28-09-1998 13:34,0,5,,0,670,mwb,151.6,-8.194,112.413
6.6,03-09-1998 17:37,0,6,,0,670,mwc,27,-29.45,-71.715
6.8,02-09-1998 08:37,0,5,,0,711,mwc,50,5.41,126.764
7.2,04-08-1998 18:59,0,7,,0,798,mwc,33,-0.593,-80.393
6.7,29-07-1998 18:00,0,6,,0,691,mwc,33,-2.693,138.901
7,17-07-1998 08:49,0,7,,0,754,mwc,10,-2.961,141.926
7,16-07-1998 11:56,0,7,,0,754,mwc,110.2,-11.04,166.16
6.6,30-05-1998 06:22,0,6,,0,670,mwb,33,37.106,70.11
6.6,22-05-1998 04:48,0,8,,0,670,mwb,24,-17.731,-65.431
6.7,21-05-1998 05:34,0,6,,0,691,mwb,33,0.207,119.584
6.6,13-05-1998 23:02,0,6,,0,670,mwc,61.4,-5.147,151.714
7.5,03-05-1998 23:30,0,5,,0,865,mwb,33,22.306,125.308
6.6,03-04-1998 22:01,0,5,,0,670,mwc,164.6,-8.148,-74.238
7,01-04-1998 17:56,0,6,,0,754,mwc,55.7,-0.544,99.261
6.6,14-03-1998 19:40,0,8,,0,670,mwc,9,30.154,57.605
7.1,30-01-1998 12:16,0,7,,0,776,mwc,42,-23.913,-70.207
6.7,12-01-1998 16:36,0,6,,0,691,mwc,23.4,-15.848,-179.376
6.6,12-01-1998 10:14,0,7,,0,670,mwc,34.8,-30.985,-71.41
6.6,10-01-1998 08:20,0,6,,0,670,mwc,33,14.374,-91.473
7.2,22-12-1997 02:05,0,6,,0,798,mwc,179.3,-5.495,147.867
7.8,05-12-1997 11:26,0,7,,0,936,mwc,33,54.841,162.035
7,25-11-1997 12:14,0,6,,0,754,mwc,24,1.241,122.536
6.6,18-11-1997 13:07,0,7,,0,670,mwc,33,37.57,20.656
7,15-11-1997 18:59,0,6,,0,754,mwc,123.1,-15.145,167.375
6.5,09-11-1997 22:56,0,4,,0,650,mwb,176.4,13.849,-88.808
7.5,08-11-1997 10:02,0,7,,0,865,mwc,33,35.069,87.325
7.2,28-10-1997 06:15,0,7,,0,798,mwc,112,-4.368,-76.681
7.1,15-10-1997 01:03,0,7,,0,776,mwc,58,-30.933,-71.22
7.8,14-10-1997 09:53,0,7,,0,936,mwb,167.3,-22.101,-176.772
6.5,06-10-1997 12:30,0,5,,0,650,mwb,105.6,9.79,125.779
6.8,02-09-1997 12:13,0,5,,0,711,mwb,198.7,3.849,-75.749
6.6,29-08-1997 08:14,0,6,,0,670,mwc,22.8,-3.562,144.362
6.9,19-07-1997 14:22,0,6,,0,732,mwb,33,16.333,-98.216
7,09-07-1997 19:24,0,8,,0,754,mwc,19.9,10.598,-63.486
6.8,06-07-1997 09:54,0,6,,0,711,mwc,19,-30.058,-71.872
6.5,22-05-1997 07:50,0,6,,0,650,mwc,70,18.684,-101.604
6.8,21-05-1997 14:10,0,6,,0,711,mwc,57,-20.438,169.287
6.5,13-05-1997 14:13,0,4,,0,650,mwb,196,36.411,70.945
7.3,10-05-1997 07:57,0,9,,0,820,mwb,10,33.825,59.809
6.5,23-04-1997 19:44,0,6,,0,650,mwc,100.8,13.986,144.901
6.7,22-04-1997 09:31,0,7,,0,691,mwb,5,11.112,-60.892
7.7,21-04-1997 12:02,0,6,,0,912,mwc,33,-12.584,166.676
6.5,05-04-1997 12:23,0,6,,0,650,mwc,69.1,-6.485,147.408
6.9,11-03-1997 19:22,0,5,,0,732,mwb,10,7.742,127.647
7.1,27-02-1997 21:08,0,6,,0,776,mwc,33,29.976,68.208
6.5,04-02-1997 10:37,0,8,,0,650,mwc,10,37.661,57.291
7.2,11-01-1997 20:28,0,7,,0,798,mwb,33,18.219,-102.756
6.5,22-12-1996 14:53,0,4,,0,650,mwc,226.5,43.207,138.92
6.7,02-12-1996 22:17,0,6,,0,691,mwc,49.2,31.789,131.314
6.9,19-11-1996 10:44,0,7,,0,732,mwc,33,35.345,78.133
7.7,12-11-1996 16:59,0,7,,0,912,mwc,33,-14.993,-75.675
6.7,19-10-1996 14:44,0,7,,0,691,mwc,22,31.885,131.468
6.6,18-10-1996 10:50,0,7,,0,670,mwc,10,30.568,131.093
6.8,14-10-1996 23:26,0,6,,0,711,mwc,24,-7.133,155.568
6.8,09-10-1996 13:10,0,6,,0,711,mwc,33,34.556,32.126
6.6,20-09-1996 04:11,0,6,,0,670,mwc,33,9.454,126.334
6.6,20-09-1996 04:10,0,6,,0,670,mwc,33,9.463,126.284
6.8,05-09-1996 23:42,0,6,,0,711,mwc,20,21.898,121.498
6.9,02-08-1996 12:55,0,6,,0,732,mwc,33,-10.769,161.445
7,22-07-1996 14:19,0,6,,0,754,mwc,33,1,120.45
6.6,16-07-1996 10:07,0,6,,0,670,mwb,33,1.016,120.254
6.8,15-07-1996 21:23,0,6,,0,711,mwb,18.3,17.6,-100.965
7.9,17-06-1996 11:22,0,4,,0,960,mwc,587.3,-7.137,122.589
7.1,11-06-1996 18:22,0,6,,0,776,mwc,33,12.614,125.154
7.3,10-06-1996 15:24,0,7,,0,820,mwc,26.3,51.478,-176.847
7.9,10-06-1996 04:03,0,7,,0,960,mwc,33,51.564,-177.632
6.7,10-06-1996 01:04,0,4,,0,691,mwc,200.1,-13.481,167.13
7.2,29-04-1996 14:40,0,6,,0,798,mwc,44,-6.518,154.999
6.6,19-04-1996 00:19,0,7,,0,670,mwb,49.5,-23.944,-70.093
6.7,17-03-1996 14:48,0,5,,0,691,mwc,164.4,-14.705,167.297
6.7,03-03-1996 16:37,0,6,,0,691,mwc,33,11.905,-86.772
6.6,03-03-1996 14:55,0,6,,0,670,mwc,33,11.657,-86.856
7.1,25-02-1996 03:08,0,7,,0,776,mw,21.1,15.978,-98.07
7.5,21-02-1996 12:51,0,6,,0,865,mw,10,-9.593,-79.587
6.5,17-02-1996 20:18,0,6,,0,650,mw,31.9,-0.917,136.225
6.5,17-02-1996 14:21,0,6,,0,650,mw,19.2,-0.567,135.84
8.09,17-02-1996 05:59,0,8,,0,1007,mww,33,-0.891,136.952
6.7,16-02-1996 15:22,0,4,,0,691,mw,40.8,37.353,142.38
7.2,07-02-1996 21:36,0,6,,0,798,mw,42.6,45.324,149.892
6.6,03-02-1996 11:14,0,10,,0,670,mw,11.1,27.291,100.276
6.6,01-01-1996 09:57,0,7,,0,670,ms,33,53.826,159.586
7.9,01-01-1996 08:05,0,8,,0,960,mw,24,0.729,119.931
7.1,25-12-1995 04:43,0,6,,0,776,mw,141.9,-6.903,129.151
6.5,19-12-1995 23:28,0,6,,0,650,mwb,63.4,-3.703,140.233
7.9,03-12-1995 18:01,0,6,,0,960,mw,33,44.663,149.3
7.2,22-11-1995 04:15,0,9,,0,798,mw,10,28.826,34.799
6.7,01-11-1995 00:35,0,7,,0,691,mw,19.9,-28.906,-71.417
7.2,21-10-1995 02:38,0,6,,0,798,mw,159.3,16.84,-93.469
6.8,19-10-1995 02:41,0,6,,0,711,mw,19.7,28.094,130.148
7.1,18-10-1995 10:37,0,6,,0,776,mw,28.4,27.929,130.175
8,09-10-1995 15:35,0,8,,0,985,mw,33,19.055,-104.205
6.8,06-10-1995 18:09,0,7,,0,711,mw,33,-2.045,101.436
6.5,03-10-1995 12:44,0,7,,0,650,mw,16.7,-2.778,-77.851
7,03-10-1995 01:51,0,7,,0,754,mw,24.4,-2.75,-77.881
6.5,23-09-1995 22:31,0,5,,0,650,mwb,59.9,-10.68,-78.581
7.4,14-09-1995 14:04,0,7,,0,842,mwb,23,16.779,-98.597
6.6,28-08-1995 10:46,0,5,,0,670,mwb,12.2,26.092,-110.284
6.6,19-08-1995 21:43,0,6,,0,670,mw,119.6,5.139,-75.577
7.2,16-08-1995 23:10,0,6,,0,798,mw,33,-5.771,154.347
6.6,16-08-1995 16:24,0,4,,0,670,mw,18.7,-5.429,153.773
7.7,16-08-1995 10:27,0,6,,0,912,mw,30.1,-5.799,154.178
6.7,14-08-1995 04:37,0,6,,0,691,mw,127.9,-4.836,151.515
8,30-07-1995 05:11,0,8,,0,985,mw,45.6,-23.34,-70.294
6.8,11-07-1995 21:46,0,8,,0,711,mw,12.5,21.966,99.196
6.6,29-06-1995 12:24,0,5,,0,670,mw,139.4,-19.544,169.287
6.5,15-06-1995 00:15,0,7,,0,650,mw,14.2,38.401,22.283
7.1,27-05-1995 13:03,0,9,,0,776,mwb,11,52.629,142.827
7.7,16-05-1995 20:12,0,4,,0,912,mw,20.2,-23.008,169.9
6.9,14-05-1995 11:33,0,6,,0,732,mw,11.2,-8.378,125.127
6.6,13-05-1995 08:47,0,9,,0,670,mw,14,40.149,21.695
7.1,05-05-1995 03:53,0,7,,0,776,mw,16,12.626,125.297


